# i   	,	 medtot		,	 kedtot		,	 ptot 		,	 Etot
431	,	164868.60613	,	128626.29580	,	37996.01491	,	331490.91684
432	,	166291.80395	,	131197.56932	,	38610.78966	,	336100.16293
433	,	167815.13711	,	133601.62130	,	39217.75589	,	340634.51430
434	,	169511.92700	,	135730.87974	,	39840.39448	,	345083.20122
435	,	171487.24823	,	137610.06971	,	40465.11664	,	349562.43458
436	,	173627.81050	,	139520.77184	,	41098.42927	,	354247.01162
437	,	175908.17375	,	141598.57829	,	41733.08560	,	359239.83763
438	,	178291.75312	,	143790.53487	,	42376.18263	,	364458.47062
439	,	180691.94090	,	145953.42642	,	43027.02181	,	369672.38913
440	,	183028.11853	,	148143.13584	,	43678.35550	,	374849.60986
441	,	185475.18238	,	150289.18457	,	44329.78011	,	380094.14706
442	,	188085.41363	,	152322.46169	,	44988.00479	,	385395.88011
443	,	190659.12733	,	154317.75820	,	45648.35605	,	390625.24158
444	,	193301.40192	,	156402.34395	,	46324.14947	,	396027.89534
445	,	195885.08994	,	158464.19433	,	47003.91215	,	401353.19642
446	,	198522.35232	,	160515.75090	,	47687.63651	,	406725.73973
447	,	201093.35833	,	162274.37364	,	48373.93173	,	411741.66370
448	,	203495.69526	,	163825.44322	,	49058.68602	,	416379.82449
449	,	206010.01982	,	165085.55151	,	49752.25638	,	420847.82772
450	,	208329.20789	,	166431.35237	,	50441.06367	,	425201.62393
451	,	210995.31740	,	168228.91276	,	51143.77603	,	430368.00619
452	,	213629.31089	,	169994.95531	,	51845.65892	,	435469.92512
453	,	216305.76618	,	171990.27920	,	52548.42369	,	440844.46907
454	,	218947.28483	,	174316.28167	,	53259.14802	,	446522.71452
455	,	221566.01481	,	176869.30326	,	53980.87656	,	452416.19464
456	,	223946.11149	,	179599.32546	,	54704.51404	,	458249.95099
457	,	226208.67816	,	182764.32882	,	55438.04715	,	464411.05413
458	,	228519.70373	,	185603.31771	,	56168.69945	,	470291.72089
459	,	230892.20873	,	188118.25595	,	56886.71071	,	475897.17538
460	,	233238.36962	,	191034.97434	,	57624.03134	,	481897.37531
461	,	235837.15537	,	193819.04928	,	58368.02390	,	488024.22854
462	,	238655.88226	,	195770.42028	,	59103.70703	,	493530.00957
463	,	241635.03042	,	196286.89042	,	59815.32104	,	497737.24188
464	,	244579.39632	,	195537.54058	,	60503.78846	,	500620.72537
465	,	247406.52998	,	195866.36831	,	61234.27127	,	504507.16956
466	,	250457.61524	,	196810.13467	,	62005.41095	,	509273.16086
467	,	253701.30302	,	198642.30166	,	62811.59483	,	515155.19951
468	,	257391.15671	,	200613.17586	,	63594.46740	,	521598.79997
469	,	260833.20205	,	202548.43905	,	64332.23489	,	527713.87598
470	,	264550.24217	,	205293.14609	,	65066.99459	,	534910.38285
471	,	268189.02673	,	210447.96864	,	65865.45434	,	544502.44972
472	,	272417.49738	,	215332.46343	,	66658.63652	,	554408.59732
473	,	277244.17805	,	219578.88567	,	67400.58505	,	564223.64877
474	,	282694.34534	,	226618.26334	,	68240.55347	,	577553.16215
475	,	286930.96795	,	235235.56638	,	69130.82538	,	591297.35972
476	,	289646.74861	,	240946.73755	,	69843.82972	,	600437.31588
477	,	292032.73451	,	246100.67843	,	70505.90808	,	608639.32103
478	,	294552.15898	,	250754.89628	,	71164.03995	,	616471.09521
479	,	296621.46231	,	256520.65024	,	71910.37926	,	625052.49181
480	,	299163.34718	,	262583.41495	,	72706.22054	,	634452.98266
481	,	301694.11641	,	269563.74028	,	73538.79274	,	644796.64943
482	,	304002.11757	,	276883.11036	,	74371.01539	,	655256.24332
483	,	305653.05942	,	283244.97028	,	75178.59110	,	664076.62080
484	,	307652.63910	,	289436.87363	,	76022.79024	,	673112.30297
485	,	311695.75945	,	291619.73768	,	76856.15940	,	680171.65654
486	,	316533.08137	,	286815.99309	,	77652.71801	,	681001.79248
487	,	321630.10621	,	283695.15021	,	78422.77119	,	683748.02761
488	,	327921.10789	,	285890.23419	,	79268.69686	,	693080.03894
489	,	334946.54979	,	289647.94846	,	80099.11130	,	704693.60954
490	,	341608.41939	,	292781.75307	,	80903.87208	,	715294.04453
491	,	347019.66584	,	292168.79072	,	81723.55263	,	720912.00919
492	,	351383.76343	,	286113.92642	,	82511.85353	,	720009.54338
493	,	354121.87494	,	279007.29360	,	83275.18922	,	716404.35775
494	,	355542.55470	,	274321.17510	,	84023.07455	,	713886.80435
495	,	356524.82513	,	274080.00116	,	84804.46913	,	715409.29542
496	,	356710.29840	,	277282.84875	,	85552.09584	,	719545.24299
497	,	356117.42255	,	281329.89965	,	86290.48879	,	723737.81099
498	,	355530.72792	,	284893.83777	,	87055.49716	,	727480.06285
499	,	355053.33847	,	290240.75598	,	87866.10463	,	733160.19908
