# i, 		 t. 	     MEtot,	        dMEtot,         KEtot,		    dKEtot,         Pdvtot, 	    dTEtot, 	    Etot
1142,	1.10421e-01,	1.01891e-05,	3.04250e-10,	4.71957e-07,	3.65412e-11,	2.49887e-03,	9.64300e-08,	2.50953e-03
1143,	1.10432e-01,	1.01889e-05,	4.06075e-10,	4.72349e-07,	4.88145e-11,	2.49899e-03,	1.28674e-07,	2.50965e-03
1144,	1.10440e-01,	1.01886e-05,	3.04786e-10,	4.72643e-07,	3.66632e-11,	2.49908e-03,	9.65620e-08,	2.50974e-03
1145,	1.10451e-01,	1.01884e-05,	4.06790e-10,	4.73036e-07,	4.89775e-11,	2.49920e-03,	1.28850e-07,	2.50986e-03
1146,	1.10462e-01,	1.01881e-05,	4.07199e-10,	4.73430e-07,	4.90708e-11,	2.49932e-03,	1.28951e-07,	2.50998e-03
1147,	1.10470e-01,	1.01879e-05,	3.05629e-10,	4.73725e-07,	3.68557e-11,	2.49941e-03,	9.67697e-08,	2.51007e-03
1148,	1.10481e-01,	1.01876e-05,	4.07915e-10,	4.74119e-07,	4.92345e-11,	2.49953e-03,	1.29127e-07,	2.51019e-03
1149,	1.10492e-01,	1.01873e-05,	4.08324e-10,	4.74514e-07,	4.93282e-11,	2.49965e-03,	1.29228e-07,	2.51031e-03
1150,	1.10500e-01,	1.01871e-05,	3.06473e-10,	4.74810e-07,	3.70490e-11,	2.49974e-03,	9.69776e-08,	2.51040e-03
1151,	1.10511e-01,	1.01868e-05,	4.09040e-10,	4.75206e-07,	4.94927e-11,	2.49986e-03,	1.29404e-07,	2.51052e-03
1152,	1.10522e-01,	1.01865e-05,	4.09449e-10,	4.75602e-07,	4.95868e-11,	2.49998e-03,	1.29505e-07,	2.51064e-03
1153,	1.10531e-01,	1.01863e-05,	3.07317e-10,	4.75899e-07,	3.72432e-11,	2.50007e-03,	9.71858e-08,	2.51073e-03
1154,	1.10542e-01,	1.01860e-05,	4.10165e-10,	4.76295e-07,	4.97520e-11,	2.50019e-03,	1.29682e-07,	2.51086e-03
1155,	1.10553e-01,	1.01857e-05,	4.10575e-10,	4.76693e-07,	4.98465e-11,	2.50031e-03,	1.29783e-07,	2.51098e-03
1156,	1.10561e-01,	1.01855e-05,	3.08162e-10,	4.76991e-07,	3.74382e-11,	2.50041e-03,	9.73941e-08,	2.51107e-03
1157,	1.10572e-01,	1.01852e-05,	4.11292e-10,	4.77389e-07,	5.00124e-11,	2.50053e-03,	1.29960e-07,	2.51119e-03
1158,	1.10580e-01,	1.01850e-05,	3.08700e-10,	4.77687e-07,	3.75627e-11,	2.50062e-03,	9.75268e-08,	2.51128e-03
1159,	1.10591e-01,	1.01847e-05,	4.12009e-10,	4.78086e-07,	5.01788e-11,	2.50074e-03,	1.30137e-07,	2.51140e-03
1160,	1.10602e-01,	1.01845e-05,	4.12419e-10,	4.78485e-07,	5.02740e-11,	2.50086e-03,	1.30238e-07,	2.51152e-03
1161,	1.10610e-01,	1.01842e-05,	3.09545e-10,	4.78785e-07,	3.77592e-11,	2.50095e-03,	9.77356e-08,	2.51162e-03
1162,	1.10621e-01,	1.01840e-05,	4.13137e-10,	4.79185e-07,	5.04411e-11,	2.50108e-03,	1.30415e-07,	2.51174e-03
1163,	1.10632e-01,	1.01837e-05,	4.13548e-10,	4.79586e-07,	5.05368e-11,	2.50120e-03,	1.30517e-07,	2.51186e-03
1164,	1.10641e-01,	1.01835e-05,	3.10392e-10,	4.79886e-07,	3.79565e-11,	2.50129e-03,	9.79445e-08,	2.51195e-03
1165,	1.10652e-01,	1.01832e-05,	4.14266e-10,	4.80288e-07,	5.07046e-11,	2.50141e-03,	1.30694e-07,	2.51207e-03
1166,	1.10663e-01,	1.01829e-05,	4.14676e-10,	4.80689e-07,	5.08007e-11,	2.50153e-03,	1.30796e-07,	2.51220e-03
1167,	1.10671e-01,	1.01827e-05,	3.11238e-10,	4.80991e-07,	3.81547e-11,	2.50163e-03,	9.81537e-08,	2.51229e-03
1168,	1.10682e-01,	1.01824e-05,	4.15395e-10,	4.81394e-07,	5.09693e-11,	2.50175e-03,	1.30973e-07,	2.51241e-03
1169,	1.10690e-01,	1.01822e-05,	3.11778e-10,	4.81696e-07,	3.82812e-11,	2.50184e-03,	9.82870e-08,	2.51250e-03
1170,	1.10701e-01,	1.01819e-05,	4.16114e-10,	4.82099e-07,	5.11383e-11,	2.50196e-03,	1.31151e-07,	2.51263e-03
1171,	1.10712e-01,	1.01816e-05,	4.16525e-10,	4.82503e-07,	5.12351e-11,	2.50209e-03,	1.31252e-07,	2.51275e-03
1172,	1.10720e-01,	1.01814e-05,	3.12625e-10,	4.82806e-07,	3.84809e-11,	2.50218e-03,	9.84965e-08,	2.51284e-03
1173,	1.10731e-01,	1.01811e-05,	4.17245e-10,	4.83211e-07,	5.14049e-11,	2.50230e-03,	1.31430e-07,	2.51296e-03
1174,	1.10742e-01,	1.01809e-05,	4.17656e-10,	4.83616e-07,	5.15021e-11,	2.50242e-03,	1.31532e-07,	2.51309e-03
1175,	1.10750e-01,	1.01807e-05,	3.13474e-10,	4.83920e-07,	3.86814e-11,	2.50252e-03,	9.87064e-08,	2.51318e-03
1176,	1.10761e-01,	1.01804e-05,	4.18377e-10,	4.84326e-07,	5.16726e-11,	2.50264e-03,	1.31710e-07,	2.51330e-03
1177,	1.10772e-01,	1.01801e-05,	4.18788e-10,	4.84732e-07,	5.17703e-11,	2.50276e-03,	1.31812e-07,	2.51343e-03
1178,	1.10781e-01,	1.01799e-05,	3.14323e-10,	4.85037e-07,	3.88827e-11,	2.50285e-03,	9.89164e-08,	2.51352e-03
1179,	1.10792e-01,	1.01796e-05,	4.19509e-10,	4.85445e-07,	5.19416e-11,	2.50298e-03,	1.31990e-07,	2.51364e-03
1180,	1.10803e-01,	1.01793e-05,	4.19921e-10,	4.85852e-07,	5.20397e-11,	2.50310e-03,	1.32092e-07,	2.51377e-03
1181,	1.10811e-01,	1.01791e-05,	3.15172e-10,	4.86158e-07,	3.90850e-11,	2.50319e-03,	9.91266e-08,	2.51386e-03
1182,	1.10822e-01,	1.01788e-05,	4.20642e-10,	4.86567e-07,	5.22117e-11,	2.50332e-03,	1.32271e-07,	2.51398e-03
1183,	1.10830e-01,	1.01786e-05,	3.15713e-10,	4.86873e-07,	3.92142e-11,	2.50341e-03,	9.92606e-08,	2.51408e-03
1184,	1.10841e-01,	1.01783e-05,	4.21363e-10,	4.87283e-07,	5.23842e-11,	2.50354e-03,	1.32450e-07,	2.51420e-03
1185,	1.10852e-01,	1.01781e-05,	4.21776e-10,	4.87693e-07,	5.24830e-11,	2.50366e-03,	1.32552e-07,	2.51433e-03
1186,	1.10860e-01,	1.01778e-05,	3.16564e-10,	4.88000e-07,	3.94179e-11,	2.50375e-03,	9.94712e-08,	2.51442e-03
1187,	1.10871e-01,	1.01776e-05,	4.22497e-10,	4.88411e-07,	5.26563e-11,	2.50388e-03,	1.32730e-07,	2.51454e-03
1188,	1.10882e-01,	1.01773e-05,	4.22910e-10,	4.88822e-07,	5.27555e-11,	2.50400e-03,	1.32833e-07,	2.51467e-03
1189,	1.10891e-01,	1.01771e-05,	3.17415e-10,	4.89130e-07,	3.96226e-11,	2.50409e-03,	9.96821e-08,	2.51476e-03
1190,	1.10901e-01,	1.01768e-05,	4.23633e-10,	4.89542e-07,	5.29296e-11,	2.50422e-03,	1.33012e-07,	2.51489e-03
1191,	1.10912e-01,	1.01765e-05,	4.24045e-10,	4.89955e-07,	5.30292e-11,	2.50434e-03,	1.33114e-07,	2.51501e-03
1192,	1.10921e-01,	1.01763e-05,	3.18266e-10,	4.90264e-07,	3.98281e-11,	2.50444e-03,	9.98932e-08,	2.51510e-03
1193,	1.10932e-01,	1.01760e-05,	4.24768e-10,	4.90677e-07,	5.32041e-11,	2.50456e-03,	1.33293e-07,	2.51523e-03
1194,	1.10943e-01,	1.01758e-05,	4.25182e-10,	4.91091e-07,	5.33042e-11,	2.50469e-03,	1.33396e-07,	2.51535e-03
1195,	1.10951e-01,	1.01755e-05,	3.19119e-10,	4.91402e-07,	4.00345e-11,	2.50478e-03,	1.00105e-07,	2.51545e-03
1196,	1.10962e-01,	1.01753e-05,	4.25905e-10,	4.91816e-07,	5.34797e-11,	2.50491e-03,	1.33575e-07,	2.51557e-03
1197,	1.10970e-01,	1.01751e-05,	3.19661e-10,	4.92127e-07,	4.01663e-11,	2.50500e-03,	1.00239e-07,	2.51567e-03
1198,	1.10981e-01,	1.01748e-05,	4.26629e-10,	4.92543e-07,	5.36558e-11,	2.50512e-03,	1.33755e-07,	2.51579e-03
1199,	1.10992e-01,	1.01745e-05,	4.27042e-10,	4.92958e-07,	5.37566e-11,	2.50525e-03,	1.33857e-07,	2.51592e-03
1200,	1.11000e-01,	1.01743e-05,	3.20515e-10,	4.93271e-07,	4.03743e-11,	2.50534e-03,	1.00451e-07,	2.51601e-03
1201,	1.11011e-01,	1.01740e-05,	4.27767e-10,	4.93687e-07,	5.39335e-11,	2.50547e-03,	1.34037e-07,	2.51614e-03
1202,	1.11022e-01,	1.01737e-05,	4.28181e-10,	4.94104e-07,	5.40347e-11,	2.50560e-03,	1.34140e-07,	2.51626e-03
1203,	1.11031e-01,	1.01735e-05,	3.21368e-10,	4.94417e-07,	4.05831e-11,	2.50569e-03,	1.00663e-07,	2.51636e-03
1204,	1.11042e-01,	1.01733e-05,	4.28905e-10,	4.94835e-07,	5.42123e-11,	2.50582e-03,	1.34320e-07,	2.51648e-03
1205,	1.11053e-01,	1.01730e-05,	4.29319e-10,	4.95254e-07,	5.43141e-11,	2.50594e-03,	1.34423e-07,	2.51661e-03
1206,	1.11061e-01,	1.01728e-05,	3.22223e-10,	4.95568e-07,	4.07928e-11,	2.50604e-03,	1.00875e-07,	2.51670e-03
1207,	1.11072e-01,	1.01725e-05,	4.30045e-10,	4.95987e-07,	5.44924e-11,	2.50616e-03,	1.34603e-07,	2.51683e-03
1208,	1.11080e-01,	1.01723e-05,	3.22767e-10,	4.96302e-07,	4.09268e-11,	2.50626e-03,	1.01010e-07,	2.51692e-03
1209,	1.11091e-01,	1.01720e-05,	4.30770e-10,	4.96722e-07,	5.46713e-11,	2.50638e-03,	1.34783e-07,	2.51705e-03
1210,	1.11102e-01,	1.01717e-05,	4.31185e-10,	4.97143e-07,	5.47738e-11,	2.50651e-03,	1.34886e-07,	2.51718e-03
1211,	1.11110e-01,	1.01715e-05,	3.23622e-10,	4.97458e-07,	4.11380e-11,	2.50660e-03,	1.01223e-07,	2.51727e-03
1212,	1.11121e-01,	1.01712e-05,	4.31911e-10,	4.97880e-07,	5.49535e-11,	2.50673e-03,	1.35067e-07,	2.51740e-03
1213,	1.11132e-01,	1.01710e-05,	4.32326e-10,	4.98302e-07,	5.50563e-11,	2.50686e-03,	1.35170e-07,	2.51753e-03
1214,	1.11140e-01,	1.01708e-05,	3.24478e-10,	4.98618e-07,	4.13502e-11,	2.50695e-03,	1.01435e-07,	2.51762e-03
1215,	1.11151e-01,	1.01705e-05,	4.33052e-10,	4.99041e-07,	5.52368e-11,	2.50708e-03,	1.35350e-07,	2.51775e-03
1216,	1.11162e-01,	1.01702e-05,	4.33468e-10,	4.99464e-07,	5.53401e-11,	2.50721e-03,	1.35454e-07,	2.51788e-03
1217,	1.11171e-01,	1.01700e-05,	3.25334e-10,	4.99782e-07,	4.15633e-11,	2.50730e-03,	1.01648e-07,	2.51797e-03
1218,	1.11182e-01,	1.01697e-05,	4.34195e-10,	5.00206e-07,	5.55214e-11,	2.50743e-03,	1.35635e-07,	2.51810e-03
1219,	1.11193e-01,	1.01694e-05,	4.34610e-10,	5.00631e-07,	5.56252e-11,	2.50756e-03,	1.35738e-07,	2.51823e-03
1220,	1.11201e-01,	1.01692e-05,	3.26191e-10,	5.00949e-07,	4.17774e-11,	2.50765e-03,	1.01862e-07,	2.51832e-03
1221,	1.11212e-01,	1.01690e-05,	4.35338e-10,	5.01375e-07,	5.58072e-11,	2.50778e-03,	1.35919e-07,	2.51845e-03
1222,	1.11220e-01,	1.01688e-05,	3.26737e-10,	5.01694e-07,	4.19141e-11,	2.50787e-03,	1.01997e-07,	2.51854e-03
1223,	1.11231e-01,	1.01685e-05,	4.36065e-10,	5.02120e-07,	5.59898e-11,	2.50800e-03,	1.36100e-07,	2.51867e-03
1224,	1.11242e-01,	1.01682e-05,	4.36481e-10,	5.02547e-07,	5.60943e-11,	2.50813e-03,	1.36204e-07,	2.51880e-03
1225,	1.11250e-01,	1.01680e-05,	3.27595e-10,	5.02867e-07,	4.21296e-11,	2.50822e-03,	1.02211e-07,	2.51890e-03
1226,	1.11261e-01,	1.01677e-05,	4.37210e-10,	5.03295e-07,	5.62777e-11,	2.50835e-03,	1.36385e-07,	2.51902e-03
1227,	1.11272e-01,	1.01674e-05,	4.37626e-10,	5.03723e-07,	5.63827e-11,	2.50848e-03,	1.36489e-07,	2.51915e-03
1228,	1.11281e-01,	1.01672e-05,	3.28454e-10,	5.04044e-07,	4.23461e-11,	2.50858e-03,	1.02425e-07,	2.51925e-03
1229,	1.11292e-01,	1.01670e-05,	4.38355e-10,	5.04473e-07,	5.65668e-11,	2.50870e-03,	1.36670e-07,	2.51938e-03
1230,	1.11302e-01,	1.01667e-05,	4.38771e-10,	5.04902e-07,	5.66722e-11,	2.50883e-03,	1.36774e-07,	2.51950e-03
1231,	1.11311e-01,	1.01665e-05,	3.29313e-10,	5.05225e-07,	4.25636e-11,	2.50893e-03,	1.02639e-07,	2.51960e-03
1232,	1.11322e-01,	1.01662e-05,	4.39500e-10,	5.05655e-07,	5.68572e-11,	2.50906e-03,	1.36956e-07,	2.51973e-03
1233,	1.11333e-01,	1.01659e-05,	4.39917e-10,	5.06086e-07,	5.69631e-11,	2.50919e-03,	1.37060e-07,	2.51986e-03
1234,	1.11341e-01,	1.01657e-05,	3.30172e-10,	5.06409e-07,	4.27820e-11,	2.50928e-03,	1.02853e-07,	2.51995e-03
1235,	1.11352e-01,	1.01655e-05,	4.40647e-10,	5.06841e-07,	5.71489e-11,	2.50941e-03,	1.37242e-07,	2.52008e-03
1236,	1.11360e-01,	1.01653e-05,	3.30720e-10,	5.07165e-07,	4.29215e-11,	2.50951e-03,	1.02990e-07,	2.52018e-03
1237,	1.11371e-01,	1.01650e-05,	4.41377e-10,	5.07597e-07,	5.73351e-11,	2.50964e-03,	1.37424e-07,	2.52031e-03
1238,	1.11382e-01,	1.01647e-05,	4.41794e-10,	5.08030e-07,	5.74418e-11,	2.50976e-03,	1.37528e-07,	2.52044e-03
1239,	1.11390e-01,	1.01645e-05,	3.31581e-10,	5.08355e-07,	4.31414e-11,	2.50986e-03,	1.03205e-07,	2.52053e-03
1240,	1.11401e-01,	1.01642e-05,	4.42525e-10,	5.08789e-07,	5.76289e-11,	2.50999e-03,	1.37710e-07,	2.52066e-03
1241,	1.11412e-01,	1.01640e-05,	4.42942e-10,	5.09223e-07,	5.77360e-11,	2.51012e-03,	1.37814e-07,	2.52079e-03
1242,	1.11421e-01,	1.01637e-05,	3.32442e-10,	5.09549e-07,	4.33623e-11,	2.51022e-03,	1.03419e-07,	2.52089e-03
1243,	1.11432e-01,	1.01635e-05,	4.43674e-10,	5.09984e-07,	5.79239e-11,	2.51035e-03,	1.37997e-07,	2.52102e-03
1244,	1.11443e-01,	1.01632e-05,	4.44091e-10,	5.10420e-07,	5.80315e-11,	2.51048e-03,	1.38101e-07,	2.52115e-03
1245,	1.11451e-01,	1.01630e-05,	3.33304e-10,	5.10747e-07,	4.35842e-11,	2.51057e-03,	1.03635e-07,	2.52125e-03
1246,	1.11462e-01,	1.01627e-05,	4.44823e-10,	5.11183e-07,	5.82202e-11,	2.51070e-03,	1.38284e-07,	2.52138e-03
1247,	1.11470e-01,	1.01625e-05,	3.33852e-10,	5.11511e-07,	4.37259e-11,	2.51080e-03,	1.03772e-07,	2.52147e-03
1248,	1.11481e-01,	1.01622e-05,	4.45555e-10,	5.11949e-07,	5.84094e-11,	2.51093e-03,	1.38467e-07,	2.52160e-03
1249,	1.11492e-01,	1.01620e-05,	4.45973e-10,	5.12386e-07,	5.85178e-11,	2.51106e-03,	1.38571e-07,	2.52173e-03
1250,	1.11500e-01,	1.01618e-05,	3.34715e-10,	5.12715e-07,	4.39494e-11,	2.51116e-03,	1.03987e-07,	2.52183e-03
1251,	1.11511e-01,	1.01615e-05,	4.46705e-10,	5.13154e-07,	5.87078e-11,	2.51129e-03,	1.38754e-07,	2.52196e-03
1252,	1.11522e-01,	1.01612e-05,	4.47124e-10,	5.13593e-07,	5.88167e-11,	2.51142e-03,	1.38859e-07,	2.52209e-03
1253,	1.11530e-01,	1.01610e-05,	3.35579e-10,	5.13923e-07,	4.41738e-11,	2.51152e-03,	1.04203e-07,	2.52219e-03
1254,	1.11541e-01,	1.01607e-05,	4.47857e-10,	5.14363e-07,	5.90076e-11,	2.51165e-03,	1.39042e-07,	2.52232e-03
1255,	1.11552e-01,	1.01605e-05,	4.48276e-10,	5.14803e-07,	5.91169e-11,	2.51178e-03,	1.39147e-07,	2.52245e-03
1256,	1.11561e-01,	1.01603e-05,	3.36442e-10,	5.15134e-07,	4.43992e-11,	2.51187e-03,	1.04419e-07,	2.52255e-03
1257,	1.11572e-01,	1.01600e-05,	4.49009e-10,	5.15576e-07,	5.93086e-11,	2.51201e-03,	1.39330e-07,	2.52268e-03
1258,	1.11583e-01,	1.01597e-05,	4.49428e-10,	5.16018e-07,	5.94184e-11,	2.51214e-03,	1.39435e-07,	2.52281e-03
1259,	1.11591e-01,	1.01595e-05,	3.37307e-10,	5.16349e-07,	4.46256e-11,	2.51223e-03,	1.04635e-07,	2.52291e-03
1260,	1.11602e-01,	1.01593e-05,	4.50162e-10,	5.16792e-07,	5.96109e-11,	2.51236e-03,	1.39619e-07,	2.52304e-03
1261,	1.11610e-01,	1.01591e-05,	3.37857e-10,	5.17125e-07,	4.47702e-11,	2.51246e-03,	1.04773e-07,	2.52314e-03
1262,	1.11621e-01,	1.01588e-05,	4.50896e-10,	5.17568e-07,	5.98040e-11,	2.51259e-03,	1.39802e-07,	2.52327e-03
1263,	1.11632e-01,	1.01585e-05,	4.51316e-10,	5.18013e-07,	5.99145e-11,	2.51273e-03,	1.39907e-07,	2.52340e-03
1264,	1.11640e-01,	1.01583e-05,	3.38723e-10,	5.18346e-07,	4.49982e-11,	2.51282e-03,	1.04990e-07,	2.52350e-03
1265,	1.11651e-01,	1.01580e-05,	4.52050e-10,	5.18791e-07,	6.01084e-11,	2.51296e-03,	1.40091e-07,	2.52363e-03
1266,	1.11662e-01,	1.01578e-05,	4.52470e-10,	5.19237e-07,	6.02195e-11,	2.51309e-03,	1.40196e-07,	2.52376e-03
1267,	1.11671e-01,	1.01576e-05,	3.39589e-10,	5.19571e-07,	4.52271e-11,	2.51319e-03,	1.05206e-07,	2.52386e-03
1268,	1.11682e-01,	1.01573e-05,	4.53205e-10,	5.20018e-07,	6.04142e-11,	2.51332e-03,	1.40380e-07,	2.52400e-03
1269,	1.11693e-01,	1.01570e-05,	4.53625e-10,	5.20465e-07,	6.05257e-11,	2.51345e-03,	1.40486e-07,	2.52413e-03
1270,	1.11701e-01,	1.01568e-05,	3.40455e-10,	5.20800e-07,	4.54571e-11,	2.51355e-03,	1.05424e-07,	2.52423e-03
1271,	1.11712e-01,	1.01565e-05,	4.54361e-10,	5.21248e-07,	6.07213e-11,	2.51368e-03,	1.40670e-07,	2.52436e-03
1272,	1.11723e-01,	1.01563e-05,	4.54781e-10,	5.21696e-07,	6.08333e-11,	2.51381e-03,	1.40775e-07,	2.52449e-03
1273,	1.11731e-01,	1.01561e-05,	3.41323e-10,	5.22033e-07,	4.56881e-11,	2.51391e-03,	1.05641e-07,	2.52459e-03
1274,	1.11742e-01,	1.01558e-05,	4.55517e-10,	5.22482e-07,	6.10297e-11,	2.51404e-03,	1.40960e-07,	2.52472e-03
1275,	1.11750e-01,	1.01556e-05,	3.41875e-10,	5.22819e-07,	4.58356e-11,	2.51414e-03,	1.05779e-07,	2.52482e-03
1276,	1.11761e-01,	1.01553e-05,	4.56254e-10,	5.23270e-07,	6.12267e-11,	2.51428e-03,	1.41145e-07,	2.52495e-03
1277,	1.11772e-01,	1.01551e-05,	4.56675e-10,	5.23720e-07,	6.13395e-11,	2.51441e-03,	1.41250e-07,	2.52509e-03
1278,	1.11780e-01,	1.01549e-05,	3.42743e-10,	5.24058e-07,	4.60682e-11,	2.51451e-03,	1.05997e-07,	2.52519e-03
1279,	1.11791e-01,	1.01546e-05,	4.57412e-10,	5.24510e-07,	6.15373e-11,	2.51464e-03,	1.41435e-07,	2.52532e-03
1280,	1.11802e-01,	1.01543e-05,	4.57833e-10,	5.24962e-07,	6.16506e-11,	2.51477e-03,	1.41541e-07,	2.52545e-03
1281,	1.11811e-01,	1.01541e-05,	3.43612e-10,	5.25301e-07,	4.63018e-11,	2.51487e-03,	1.06215e-07,	2.52555e-03
1282,	1.11822e-01,	1.01539e-05,	4.58570e-10,	5.25754e-07,	6.18493e-11,	2.51501e-03,	1.41726e-07,	2.52569e-03
1283,	1.11833e-01,	1.01536e-05,	4.58992e-10,	5.26208e-07,	6.19631e-11,	2.51514e-03,	1.41831e-07,	2.52582e-03
1284,	1.11841e-01,	1.01534e-05,	3.44481e-10,	5.26548e-07,	4.65364e-11,	2.51524e-03,	1.06433e-07,	2.52592e-03
1285,	1.11852e-01,	1.01531e-05,	4.59729e-10,	5.27002e-07,	6.21626e-11,	2.51537e-03,	1.42017e-07,	2.52605e-03
1286,	1.11860e-01,	1.01529e-05,	3.45034e-10,	5.27343e-07,	4.66862e-11,	2.51547e-03,	1.06572e-07,	2.52615e-03
1287,	1.11871e-01,	1.01526e-05,	4.60468e-10,	5.27799e-07,	6.23627e-11,	2.51561e-03,	1.42202e-07,	2.52629e-03
1288,	1.11882e-01,	1.01524e-05,	4.60890e-10,	5.28254e-07,	6.24772e-11,	2.51574e-03,	1.42308e-07,	2.52642e-03
1289,	1.11890e-01,	1.01522e-05,	3.45905e-10,	5.28596e-07,	4.69225e-11,	2.51584e-03,	1.06791e-07,	2.52652e-03
1290,	1.11901e-01,	1.01519e-05,	4.61628e-10,	5.29053e-07,	6.26782e-11,	2.51597e-03,	1.42494e-07,	2.52665e-03
1291,	1.11912e-01,	1.01516e-05,	4.62050e-10,	5.29510e-07,	6.27933e-11,	2.51611e-03,	1.42600e-07,	2.52679e-03
1292,	1.11920e-01,	1.01514e-05,	3.46775e-10,	5.29853e-07,	4.71598e-11,	2.51621e-03,	1.07009e-07,	2.52689e-03
1293,	1.11931e-01,	1.01512e-05,	4.62789e-10,	5.30311e-07,	6.29951e-11,	2.51634e-03,	1.42785e-07,	2.52702e-03
1294,	1.11942e-01,	1.01509e-05,	4.63212e-10,	5.30770e-07,	6.31106e-11,	2.51648e-03,	1.42892e-07,	2.52716e-03
1295,	1.11951e-01,	1.01507e-05,	3.47647e-10,	5.31114e-07,	4.73981e-11,	2.51658e-03,	1.07228e-07,	2.52726e-03
1296,	1.11962e-01,	1.01504e-05,	4.63952e-10,	5.31574e-07,	6.33133e-11,	2.51671e-03,	1.43077e-07,	2.52739e-03
1297,	1.11973e-01,	1.01502e-05,	4.64374e-10,	5.32034e-07,	6.34294e-11,	2.51685e-03,	1.43184e-07,	2.52753e-03
1298,	1.11981e-01,	1.01500e-05,	3.48519e-10,	5.32379e-07,	4.76374e-11,	2.51695e-03,	1.07448e-07,	2.52763e-03
1299,	1.11992e-01,	1.01497e-05,	4.65114e-10,	5.32840e-07,	6.36329e-11,	2.51708e-03,	1.43370e-07,	2.52776e-03
1300,	1.12000e-01,	1.01495e-05,	3.49074e-10,	5.33186e-07,	4.77902e-11,	2.51718e-03,	1.07587e-07,	2.52787e-03
1301,	1.12011e-01,	1.01492e-05,	4.65855e-10,	5.33647e-07,	6.38370e-11,	2.51732e-03,	1.43556e-07,	2.52800e-03
1302,	1.12022e-01,	1.01490e-05,	4.66278e-10,	5.34110e-07,	6.39539e-11,	2.51745e-03,	1.43663e-07,	2.52814e-03
1303,	1.12030e-01,	1.01488e-05,	3.49947e-10,	5.34457e-07,	4.80313e-11,	2.51755e-03,	1.07807e-07,	2.52824e-03
1304,	1.12041e-01,	1.01485e-05,	4.67019e-10,	5.34920e-07,	6.41589e-11,	2.51769e-03,	1.43849e-07,	2.52837e-03
1305,	1.12052e-01,	1.01482e-05,	4.67442e-10,	5.35384e-07,	6.42763e-11,	2.51782e-03,	1.43956e-07,	2.52851e-03
1306,	1.12061e-01,	1.01480e-05,	3.50820e-10,	5.35732e-07,	4.82733e-11,	2.51793e-03,	1.08027e-07,	2.52861e-03
1307,	1.12072e-01,	1.01478e-05,	4.68184e-10,	5.36196e-07,	6.44821e-11,	2.51806e-03,	1.44142e-07,	2.52875e-03
1308,	1.12083e-01,	1.01475e-05,	4.68608e-10,	5.36661e-07,	6.46000e-11,	2.51820e-03,	1.44249e-07,	2.52888e-03
1309,	1.12091e-01,	1.01473e-05,	3.51694e-10,	5.37011e-07,	4.85164e-11,	2.51830e-03,	1.08247e-07,	2.52898e-03
1310,	1.12102e-01,	1.01470e-05,	4.69350e-10,	5.37477e-07,	6.48068e-11,	2.51843e-03,	1.44436e-07,	2.52912e-03
1311,	1.12113e-01,	1.01468e-05,	4.69774e-10,	5.37943e-07,	6.49251e-11,	2.51857e-03,	1.44543e-07,	2.52925e-03
1312,	1.12121e-01,	1.01466e-05,	3.52569e-10,	5.38293e-07,	4.87605e-11,	2.51867e-03,	1.08467e-07,	2.52936e-03
1313,	1.12132e-01,	1.01463e-05,	4.70516e-10,	5.38761e-07,	6.51328e-11,	2.51881e-03,	1.44730e-07,	2.52949e-03
1314,	1.12140e-01,	1.01461e-05,	3.53126e-10,	5.39112e-07,	4.89165e-11,	2.51891e-03,	1.08608e-07,	2.52960e-03
1315,	1.12151e-01,	1.01459e-05,	4.71259e-10,	5.39580e-07,	6.53410e-11,	2.51905e-03,	1.44917e-07,	2.52973e-03
1316,	1.12162e-01,	1.01456e-05,	4.71683e-10,	5.40049e-07,	6.54602e-11,	2.51918e-03,	1.45024e-07,	2.52987e-03
1317,	1.12170e-01,	1.01454e-05,	3.54001e-10,	5.40401e-07,	4.91623e-11,	2.51928e-03,	1.08828e-07,	2.52997e-03
1318,	1.12181e-01,	1.01451e-05,	4.72426e-10,	5.40871e-07,	6.56693e-11,	2.51942e-03,	1.45212e-07,	2.53011e-03
1319,	1.12192e-01,	1.01449e-05,	4.72851e-10,	5.41341e-07,	6.57890e-11,	2.51956e-03,	1.45319e-07,	2.53024e-03
1320,	1.12201e-01,	1.01447e-05,	3.54877e-10,	5.41694e-07,	4.94092e-11,	2.51966e-03,	1.09049e-07,	2.53035e-03
1321,	1.12212e-01,	1.01444e-05,	4.73595e-10,	5.42166e-07,	6.59990e-11,	2.51980e-03,	1.45506e-07,	2.53048e-03
1322,	1.12223e-01,	1.01441e-05,	4.74020e-10,	5.42637e-07,	6.61193e-11,	2.51993e-03,	1.45614e-07,	2.53062e-03
1323,	1.12231e-01,	1.01439e-05,	3.55754e-10,	5.42991e-07,	4.96572e-11,	2.52004e-03,	1.09271e-07,	2.53072e-03
1324,	1.12242e-01,	1.01437e-05,	4.74764e-10,	5.43464e-07,	6.63301e-11,	2.52017e-03,	1.45801e-07,	2.53086e-03
1325,	1.12250e-01,	1.01435e-05,	3.56312e-10,	5.43819e-07,	4.98155e-11,	2.52028e-03,	1.09411e-07,	2.53096e-03
1326,	1.12261e-01,	1.01432e-05,	4.75508e-10,	5.44293e-07,	6.65416e-11,	2.52041e-03,	1.45989e-07,	2.53110e-03
